userName,score,at,content,content_tokens,content_tokens_fdist,content_tokens_WSW,content_normalized,content_tokens_stemmed,polarity_score,polarity
Agustinus Tuba,3,2022-07-01 6:18:16,setelah upgrade versi baru malah jadi lambat trus juga sering terkendala gagal jika ingin tranfer atau pembayaran padahal versi sebelumnya cepat lebih bagus dan responship,"['setelah', 'upgrade', 'versi', 'baru', 'malah', 'jadi', 'lambat', 'trus', 'juga', 'sering', 'terkendala', 'gagal', 'jika', 'ingin', 'tranfer', 'atau', 'pembayaran', 'padahal', 'versi', 'sebelumnya', 'cepat', 'lebih', 'bagus', 'dan', 'responship']",<FreqDist with 24 samples and 25 outcomes>,"['upgrade', 'versi', 'lambat', 'terkendala', 'gagal', 'tranfer', 'pembayaran', 'versi', 'cepat', 'bagus', 'responship']","['upgrade', 'versi', 'lambat', 'terkendala', 'gagal', 'tranfer', 'pembayaran', 'versi', 'cepat', 'bagus', 'responship']","['upgrade', 'versi', 'lambat', 'kendala', 'gagal', 'tranfer', 'bayar', 'versi', 'cepat', 'bagus', 'responship']",-7,negative
Faza Nailil Muna Syahida,2,2022-07-01 6:17:19,saat buka aplikasi tulisannya koneksi tidak stabil padahal koneksi saya sudah stabil sampai restart hp dan uninstall lalu install aplikasi beberapa kali mohon untuk diperbaiki servernya kenapa kok sering beginiii,"['saat', 'buka', 'aplikasi', 'tulisannya', 'koneksi', 'tidak', 'stabil', 'padahal', 'koneksi', 'saya', 'sudah', 'stabil', 'sampai', 'restart', 'hp', 'dan', 'uninstall', 'lalu', 'install', 'aplikasi', 'beberapa', 'kali', 'mohon', 'untuk', 'diperbaiki', 'servernya', 'kenapa', 'kok', 'sering', 'beginiii']",<FreqDist with 27 samples and 30 outcomes>,"['buka', 'aplikasi', 'tulisannya', 'koneksi', 'stabil', 'koneksi', 'stabil', 'restart', 'hp', 'uninstall', 'install', 'aplikasi', 'diperbaiki', 'servernya', 'beginiii']","['buka', 'aplikasi', 'tulisannya', 'koneksi', 'stabil', 'koneksi', 'stabil', 'restart', 'hp', 'uninstall', 'install', 'aplikasi', 'diperbaiki', 'servernya', 'beginiii']","['buka', 'aplikasi', 'tulis', 'koneksi', 'stabil', 'koneksi', 'stabil', 'restart', 'hp', 'uninstall', 'install', 'aplikasi', 'baik', 'servernya', 'beginiii']",-4,negative
Telli Dania Sihotang,1,2022-07-01 6:16:54,bagus aplikasi nya selama penggunaan lancar dan cepat lebih efektif dan efesien,"['bagus', 'aplikasi', 'nya', 'selama', 'penggunaan', 'lancar', 'dan', 'cepat', 'lebih', 'efektif', 'dan', 'efesien']",<FreqDist with 11 samples and 12 outcomes>,"['bagus', 'aplikasi', 'penggunaan', 'lancar', 'cepat', 'efektif', 'efesien']","['bagus', 'aplikasi', 'penggunaan', 'lancar', 'cepat', 'efektif', 'efesien']","['bagus', 'aplikasi', 'guna', 'lancar', 'cepat', 'efektif', 'efesien']",2,positive
lu.nettaa,1,2022-07-01 6:16:22,mau login tapi katanya tidak ada koneksi pdhal udah pakai data dan berdiri di depan wifi nya langsung tetap tidak ada koneksi memori juga masih banyak yang kosong,"['mau', 'login', 'tapi', 'katanya', 'tidak', 'ada', 'koneksi', 'pdhal', 'udah', 'pakai', 'data', 'dan', 'berdiri', 'di', 'depan', 'wifi', 'nya', 'langsung', 'tetap', 'tidak', 'ada', 'koneksi', 'memori', 'juga', 'masih', 'banyak', 'yang', 'kosong']",<FreqDist with 25 samples and 28 outcomes>,"['login', 'koneksi', 'pdhal', 'pakai', 'data', 'berdiri', 'wifi', 'koneksi', 'memori', 'kosong']","['login', 'koneksi', 'pdhal', 'pakai', 'data', 'berdiri', 'wifi', 'koneksi', 'memori', 'kosong']","['login', 'koneksi', 'pdhal', 'pakai', 'data', 'diri', 'wifi', 'koneksi', 'memori', 'kosong']",-14,negative
Krisno Sanjoyo gandring,1,2022-07-01 6:15:29,ini gimn yamau masuk kok tidak ada koneksi internetpadahal koneksi internet baikaplikasi yg lain aja lancar jaya berulang kali mencoba masuk brimo kok dengan keterangan tidak ada koneksi internetperiksa koneksi internetyang di periksa apanya,"['ini', 'gimn', 'yamau', 'masuk', 'kok', 'tidak', 'ada', 'koneksi', 'internetpadahal', 'koneksi', 'internet', 'baikaplikasi', 'yg', 'lain', 'aja', 'lancar', 'jaya', 'berulang', 'kali', 'mencoba', 'masuk', 'brimo', 'kok', 'dengan', 'keterangan', 'tidak', 'ada', 'koneksi', 'internetperiksa', 'koneksi', 'internetyang', 'di', 'periksa', 'apanya']",<FreqDist with 27 samples and 34 outcomes>,"['gimn', 'yamau', 'koneksi', 'internetpadahal', 'koneksi', 'internet', 'baikaplikasi', 'lancar', 'jaya', 'berulang', 'mencoba', 'brimo', 'keterangan', 'koneksi', 'internetperiksa', 'koneksi', 'internetyang', 'periksa', 'apanya']","['gimn', 'yamau', 'koneksi', 'internetpadahal', 'koneksi', 'internet', 'baikaplikasi', 'lancar', 'jaya', 'berulang', 'mencoba', 'brimo', 'keterangan', 'koneksi', 'internetperiksa', 'koneksi', 'internetyang', 'periksa', 'apanya']","['gimn', 'yamau', 'koneksi', 'internetpadahal', 'koneksi', 'internet', 'baikaplikasi', 'lancar', 'jaya', 'ulang', 'coba', 'brimo', 'terang', 'koneksi', 'internetperiksa', 'koneksi', 'internetyang', 'periksa', 'apa']",-10,negative
Masrur Fathurrohman,1,2022-07-01 6:15:19,aplikasinya tidak bisa membaca jaringan internet mau pake wifi atau data tetep notifikasinya tidak ada jaringan internetmungkin servernya ga koneksi ya,"['aplikasinya', 'tidak', 'bisa', 'membaca', 'jaringan', 'internet', 'mau', 'pake', 'wifi', 'atau', 'data', 'tetep', 'notifikasinya', 'tidak', 'ada', 'jaringan', 'internetmungkin', 'servernya', 'ga', 'koneksi', 'ya']",<FreqDist with 19 samples and 21 outcomes>,"['aplikasinya', 'membaca', 'jaringan', 'internet', 'pake', 'wifi', 'data', 'tetep', 'notifikasinya', 'jaringan', 'internetmungkin', 'servernya', 'koneksi']","['aplikasinya', 'membaca', 'jaringan', 'internet', 'pakai', 'wifi', 'data', 'tetep', 'notifikasinya', 'jaringan', 'internetmungkin', 'servernya', 'koneksi']","['aplikasi', 'baca', 'jaring', 'internet', 'pakai', 'wifi', 'data', 'tetep', 'notifikasi', 'jaring', 'internetmungkin', 'servernya', 'koneksi']",-1,negative
Venny Herlina Rizqan,1,2022-07-01 6:14:22,mau login gak bisa terus keterangannya selalu tidak ada jaringan padahal jaringan stabil pakai wifi jaringan internet handphone juga stabil tapi tetep gak bisa login bisa dibantu secepatnya untuk hal ini masmba makasih,"['mau', 'login', 'gak', 'bisa', 'terus', 'keterangannya', 'selalu', 'tidak', 'ada', 'jaringan', 'padahal', 'jaringan', 'stabil', 'pakai', 'wifi', 'jaringan', 'internet', 'handphone', 'juga', 'stabil', 'tapi', 'tetep', 'gak', 'bisa', 'login', 'bisa', 'dibantu', 'secepatnya', 'untuk', 'hal', 'ini', 'masmba', 'makasih']",<FreqDist with 26 samples and 33 outcomes>,"['login', 'keterangannya', 'jaringan', 'jaringan', 'stabil', 'pakai', 'wifi', 'jaringan', 'internet', 'handphone', 'stabil', 'tetep', 'login', 'dibantu', 'secepatnya', 'masmba', 'makasih']","['login', 'keterangannya', 'jaringan', 'jaringan', 'stabil', 'pakai', 'wifi', 'jaringan', 'internet', 'handphone', 'stabil', 'tetep', 'login', 'dibantu', 'secepatnya', 'masmba', 'terimakasih']","['login', 'terang', 'jaring', 'jaring', 'stabil', 'pakai', 'wifi', 'jaring', 'internet', 'handphone', 'stabil', 'tetep', 'login', 'bantu', 'cepat', 'masmba', 'terimakasih']",18,positive
Agna Raina,2,2022-07-01 6:14:05,tidak bisa login keterangan tdk ada koneksi internet ini terus berulang sdh coba pakai wifi maupun kuota pribadi tetap sprti ini sangat menghambat kebutuhan transaksi,"['tidak', 'bisa', 'login', 'keterangan', 'tdk', 'ada', 'koneksi', 'internet', 'ini', 'terus', 'berulang', 'sdh', 'coba', 'pakai', 'wifi', 'maupun', 'kuota', 'pribadi', 'tetap', 'sprti', 'ini', 'sangat', 'menghambat', 'kebutuhan', 'transaksi']",<FreqDist with 24 samples and 25 outcomes>,"['login', 'keterangan', 'koneksi', 'internet', 'berulang', 'coba', 'pakai', 'wifi', 'kuota', 'pribadi', 'sprti', 'menghambat', 'kebutuhan', 'transaksi']","['login', 'keterangan', 'koneksi', 'internet', 'berulang', 'coba', 'pakai', 'wifi', 'kuota', 'pribadi', 'seperti', 'menghambat', 'kebutuhan', 'transaksi']","['login', 'terang', 'koneksi', 'internet', 'ulang', 'coba', 'pakai', 'wifi', 'kuota', 'pribadi', 'seperti', 'hambat', 'butuh', 'transaksi']",-10,negative
Sonnya Maria,2,2022-07-01 6:13:13,koneksi bagus pas mu masuk tidak ada koneksi internet mulusebaiknya bila memang ada gangguan sistem atau perbaikan server di beritahukan agar nasabah bisa antisipasi,"['koneksi', 'bagus', 'pas', 'mu', 'masuk', 'tidak', 'ada', 'koneksi', 'internet', 'mulusebaiknya', 'bila', 'memang', 'ada', 'gangguan', 'sistem', 'atau', 'perbaikan', 'server', 'di', 'beritahukan', 'agar', 'nasabah', 'bisa', 'antisipasi']",<FreqDist with 22 samples and 24 outcomes>,"['koneksi', 'bagus', 'pas', 'mu', 'koneksi', 'internet', 'mulusebaiknya', 'gangguan', 'sistem', 'perbaikan', 'server', 'beritahukan', 'nasabah', 'antisipasi']","['koneksi', 'bagus', 'pas', 'mu', 'koneksi', 'internet', 'mulusebaiknya', 'gangguan', 'sistem', 'perbaikan', 'server', 'beritahukan', 'nasabah', 'antisipasi']","['koneksi', 'bagus', 'pas', 'mu', 'koneksi', 'internet', 'mulusebaiknya', 'ganggu', 'sistem', 'baik', 'server', 'beritahukan', 'nasabah', 'antisipasi']",-3,negative
Rohman Bojes,1,2022-07-01 6:12:48,memiliki fitur yang lengkap mudah digunakan ui bagus dan praktis digunakan seharihari,"['memiliki', 'fitur', 'yang', 'lengkap', 'mudah', 'digunakan', 'ui', 'bagus', 'dan', 'praktis', 'digunakan', 'seharihari']",<FreqDist with 11 samples and 12 outcomes>,"['memiliki', 'fitur', 'lengkap', 'mudah', 'ui', 'bagus', 'praktis', 'seharihari']","['memiliki', 'fitur', 'lengkap', 'mudah', 'universitasindonesia', 'bagus', 'praktis', 'seharihari']","['milik', 'fitur', 'lengkap', 'mudah', 'universitasindonesia', 'bagus', 'praktis', 'seharihari']",5,positive
Iqram Sailor,1,2022-07-01 6:12:29,kok tidak bisa masuk yah padahal jaringan bagus dan sdh pake wifi tapi selalu muncul koneksi jaringan error,"['kok', 'tidak', 'bisa', 'masuk', 'yah', 'padahal', 'jaringan', 'bagus', 'dan', 'sdh', 'pake', 'wifi', 'tapi', 'selalu', 'muncul', 'koneksi', 'jaringan', 'error']",<FreqDist with 17 samples and 18 outcomes>,"['jaringan', 'bagus', 'pake', 'wifi', 'muncul', 'koneksi', 'jaringan', 'error']","['jaringan', 'bagus', 'pakai', 'wifi', 'muncul', 'koneksi', 'jaringan', 'error']","['jaring', 'bagus', 'pakai', 'wifi', 'muncul', 'koneksi', 'jaring', 'error']",-5,negative
Irwady Wandy,1,2022-07-01 6:11:50,mantap bgt mau transaksi apapun jadi simpel bgt sejauh ini alhamdulilah masih aman gapernah error thx,"['mantap', 'bgt', 'mau', 'transaksi', 'apapun', 'jadi', 'simpel', 'bgt', 'sejauh', 'ini', 'alhamdulilah', 'masih', 'aman', 'gapernah', 'error', 'thx']",<FreqDist with 15 samples and 16 outcomes>,"['mantap', 'transaksi', 'apapun', 'simpel', 'alhamdulilah', 'aman', 'gapernah', 'error', 'thx']","['mantap', 'transaksi', 'apapun', 'simpel', 'alhamdulilah', 'aman', 'gapernah', 'error', 'terimakasih']","['mantap', 'transaksi', 'apa', 'simpel', 'alhamdulilah', 'aman', 'gapernah', 'error', 'terimakasih']",9,positive
Maldini Rizky,1,2022-07-01 6:11:50,cepat dan mudah luar biasaaaa,"['cepat', 'dan', 'mudah', 'luar', 'biasaaaa']",<FreqDist with 5 samples and 5 outcomes>,"['cepat', 'mudah', 'biasaaaa']","['cepat', 'mudah', 'biasaaaa']","['cepat', 'mudah', 'biasaaaa']",3,positive
Albert Fatman,1,2022-07-01 6:10:44,memiliki fitur yang lengkap mudah digunakan ui bagus dan praktis digunakan seharihari,"['memiliki', 'fitur', 'yang', 'lengkap', 'mudah', 'digunakan', 'ui', 'bagus', 'dan', 'praktis', 'digunakan', 'seharihari']",<FreqDist with 11 samples and 12 outcomes>,"['memiliki', 'fitur', 'lengkap', 'mudah', 'ui', 'bagus', 'praktis', 'seharihari']","['memiliki', 'fitur', 'lengkap', 'mudah', 'universitasindonesia', 'bagus', 'praktis', 'seharihari']","['milik', 'fitur', 'lengkap', 'mudah', 'universitasindonesia', 'bagus', 'praktis', 'seharihari']",5,positive
Vandy Fachrianzah,1,2022-07-01 6:10:14,knpa pas mau masuk slalu tidak ada koneksi internet pdhal sebelum ini lancar aj kok setingkat udh di hapus apk trus di download ulang masih sama tidak ada koneksi internet,"['knpa', 'pas', 'mau', 'masuk', 'slalu', 'tidak', 'ada', 'koneksi', 'internet', 'pdhal', 'sebelum', 'ini', 'lancar', 'aj', 'kok', 'setingkat', 'udh', 'di', 'hapus', 'apk', 'trus', 'di', 'download', 'ulang', 'masih', 'sama', 'tidak', 'ada', 'koneksi', 'internet']",<FreqDist with 25 samples and 30 outcomes>,"['knpa', 'pas', 'slalu', 'koneksi', 'internet', 'pdhal', 'lancar', 'setingkat', 'udh', 'hapus', 'apk', 'download', 'ulang', 'koneksi', 'internet']","['kenapa', 'pas', 'selalu', 'koneksi', 'internet', 'pdhal', 'lancar', 'setingkat', 'sudah', 'hapus', 'apk', 'download', 'ulang', 'koneksi', 'internet']","['kenapa', 'pas', 'selalu', 'koneksi', 'internet', 'pdhal', 'lancar', 'tingkat', 'sudah', 'hapus', 'apk', 'download', 'ulang', 'koneksi', 'internet']",-2,negative
Irfan Nazeir,1,2022-07-01 6:09:59,jaringan bagus buat update aplikasi ini juga bisa tapi pas mau log in ket tidak ada koneksi trus aneh,"['jaringan', 'bagus', 'buat', 'update', 'aplikasi', 'ini', 'juga', 'bisa', 'tapi', 'pas', 'mau', 'log', 'in', 'ket', 'tidak', 'ada', 'koneksi', 'trus', 'aneh']",<FreqDist with 19 samples and 19 outcomes>,"['jaringan', 'bagus', 'aplikasi', 'pas', 'log', 'ket', 'koneksi', 'aneh']","['jaringan', 'bagus', 'aplikasi', 'pas', 'log', 'ket', 'koneksi', 'aneh']","['jaring', 'bagus', 'aplikasi', 'pas', 'log', 'ket', 'koneksi', 'aneh']",-2,negative
Steven Tidar,2,2022-07-01 6:09:58,app ini sebetulnya sangat bagus dan sangat membantu hanya saja masih harus ada perbaikan karna setiap akan melakukan transaksi tidak bisa karna alasan koneksi internet tidak ada padahal koneksi internet sangat stabil tlong di benahi secepatnya,"['app', 'ini', 'sebetulnya', 'sangat', 'bagus', 'dan', 'sangat', 'membantu', 'hanya', 'saja', 'masih', 'harus', 'ada', 'perbaikan', 'karna', 'setiap', 'akan', 'melakukan', 'transaksi', 'tidak', 'bisa', 'karna', 'alasan', 'koneksi', 'internet', 'tidak', 'ada', 'padahal', 'koneksi', 'internet', 'sangat', 'stabil', 'tlong', 'di', 'benahi', 'secepatnya']",<FreqDist with 29 samples and 36 outcomes>,"['app', 'bagus', 'membantu', 'perbaikan', 'karna', 'transaksi', 'karna', 'alasan', 'koneksi', 'internet', 'koneksi', 'internet', 'stabil', 'tlong', 'benahi', 'secepatnya']","['app', 'bagus', 'membantu', 'perbaikan', 'karena', 'transaksi', 'karena', 'alasan', 'koneksi', 'internet', 'koneksi', 'internet', 'stabil', 'tlong', 'benahi', 'secepatnya']","['app', 'bagus', 'bantu', 'baik', 'karena', 'transaksi', 'karena', 'alas', 'koneksi', 'internet', 'koneksi', 'internet', 'stabil', 'tlong', 'benah', 'cepat']",-4,negative
Lulu Mufidah,1,2022-07-01 6:08:46,ini kenapa ya kok dr tadi buka brimo gak bisa tulisannya koneksi internek tidak stabil padahal paket data masih banyak coba pke wifi juga sama,"['ini', 'kenapa', 'ya', 'kok', 'dr', 'tadi', 'buka', 'brimo', 'gak', 'bisa', 'tulisannya', 'koneksi', 'internek', 'tidak', 'stabil', 'padahal', 'paket', 'data', 'masih', 'banyak', 'coba', 'pke', 'wifi', 'juga', 'sama']",<FreqDist with 25 samples and 25 outcomes>,"['buka', 'brimo', 'tulisannya', 'koneksi', 'internek', 'stabil', 'paket', 'data', 'coba', 'pke', 'wifi']","['buka', 'brimo', 'tulisannya', 'koneksi', 'internek', 'stabil', 'paket', 'data', 'coba', 'pakai', 'wifi']","['buka', 'brimo', 'tulis', 'koneksi', 'internek', 'stabil', 'paket', 'data', 'coba', 'pakai', 'wifi']",3,positive
B2R BROTHERS,5,2022-07-01 6:07:19,kalo bisa di tingkatkan lagi buat opsi pembayaran geme online hehe dan ini kenapa sih kok udah di perbaharui malah koneksi tidak ada mulu padahal kuota ada wifi ada tapi ngak bisa masuk,"['kalo', 'bisa', 'di', 'tingkatkan', 'lagi', 'buat', 'opsi', 'pembayaran', 'geme', 'online', 'hehe', 'dan', 'ini', 'kenapa', 'sih', 'kok', 'udah', 'di', 'perbaharui', 'malah', 'koneksi', 'tidak', 'ada', 'mulu', 'padahal', 'kuota', 'ada', 'wifi', 'ada', 'tapi', 'ngak', 'bisa', 'masuk']",<FreqDist with 29 samples and 33 outcomes>,"['tingkatkan', 'opsi', 'pembayaran', 'geme', 'online', 'perbaharui', 'koneksi', 'mulu', 'kuota', 'wifi']","['tingkatkan', 'opsi', 'pembayaran', 'geme', 'online', 'perbaharui', 'koneksi', 'melulu', 'kuota', 'wifi']","['tingkat', 'opsi', 'bayar', 'geme', 'online', 'baharu', 'koneksi', 'melulu', 'kuota', 'wifi']",-8,negative
Nazhira Shadrina,1,2022-07-01 6:06:38,setelah update malah tiap mau login selalu error tidak ada koneksi internet padahal koneksi lancar biasanya lancarlancar saja,"['setelah', 'update', 'malah', 'tiap', 'mau', 'login', 'selalu', 'error', 'tidak', 'ada', 'koneksi', 'internet', 'padahal', 'koneksi', 'lancar', 'biasanya', 'lancarlancar', 'saja']",<FreqDist with 17 samples and 18 outcomes>,"['login', 'error', 'koneksi', 'internet', 'koneksi', 'lancar', 'lancarlancar']","['login', 'error', 'koneksi', 'internet', 'koneksi', 'lancar', 'lancarlancar']","['login', 'error', 'koneksi', 'internet', 'koneksi', 'lancar', 'lancarlancar']",-7,negative
Ahmad Nur Arizal,1,2022-07-01 6:06:36,mau login balesanya tidak ada koneksi internet terus padahal koneksi internet saya kuat dan stabil up date bukannya bikin nyaman malah jadi eror eroran ditunggu perbaikannya,"['mau', 'login', 'balesanya', 'tidak', 'ada', 'koneksi', 'internet', 'terus', 'padahal', 'koneksi', 'internet', 'saya', 'kuat', 'dan', 'stabil', 'up', 'date', 'bukannya', 'bikin', 'nyaman', 'malah', 'jadi', 'eror', 'eroran', 'ditunggu', 'perbaikannya']",<FreqDist with 24 samples and 26 outcomes>,"['login', 'balesanya', 'koneksi', 'internet', 'koneksi', 'internet', 'kuat', 'stabil', 'up', 'date', 'nyaman', 'eror', 'eroran', 'ditunggu', 'perbaikannya']","['login', 'balesanya', 'koneksi', 'internet', 'koneksi', 'internet', 'kuat', 'stabil', 'up', 'date', 'nyaman', 'eror', 'eroran', 'ditunggu', 'perbaikannya']","['login', 'balesanya', 'koneksi', 'internet', 'koneksi', 'internet', 'kuat', 'stabil', 'up', 'date', 'nyaman', 'eror', 'eror', 'tunggu', 'baik']",-5,negative
Dr Meong,1,2022-07-01 6:05:31,setelah update makin buruk ajah di aplikasi selalu gagal login karena koneksi internet tidak ada padahal jaringan  tolong perbaiki lagi dong,"['setelah', 'update', 'makin', 'buruk', 'ajah', 'di', 'aplikasi', 'selalu', 'gagal', 'login', 'karena', 'koneksi', 'internet', 'tidak', 'ada', 'padahal', 'jaringan', 'tolong', 'perbaiki', 'lagi', 'dong']",<FreqDist with 21 samples and 21 outcomes>,"['buruk', 'ajah', 'aplikasi', 'gagal', 'login', 'koneksi', 'internet', 'jaringan', 'tolong', 'perbaiki']","['buruk', 'ajah', 'aplikasi', 'gagal', 'login', 'koneksi', 'internet', 'jaringan', 'tolong', 'perbaiki']","['buruk', 'ajah', 'aplikasi', 'gagal', 'login', 'koneksi', 'internet', 'jaring', 'tolong', 'baik']",-12,negative
ppat. haniefa,5,2022-09-03 11:01:09,keren canggihh,"['keren', 'canggihh']",<FreqDist with 2 samples and 2 outcomes>,"['keren', 'canggihh']","['keren', 'canggihh']","['keren', 'canggihh']",0,negative
Yusuf Albahar,5,2022-07-01 6:04:06,sering gangguan amat sih mbanking nya aduh sangat parah mbangking bri buat ig lancar buat nntn ntnn lancar tapi tidak ada koneksi terus saat masuk mbangking bri ini paketan masih banyak juga tapi tidak ada koneksi terus saat mau masuk brimo tolong lebih  perbaiki lagi agar tidak ada kekecewaan buat pelanggan brimo,"['sering', 'gangguan', 'amat', 'sih', 'mbanking', 'nya', 'aduh', 'sangat', 'parah', 'mbangking', 'bri', 'buat', 'ig', 'lancar', 'buat', 'nntn', 'ntnn', 'lancar', 'tapi', 'tidak', 'ada', 'koneksi', 'terus', 'saat', 'masuk', 'mbangking', 'bri', 'ini', 'paketan', 'masih', 'banyak', 'juga', 'tapi', 'tidak', 'ada', 'koneksi', 'terus', 'saat', 'mau', 'masuk', 'brimo', 'tolong', 'lebih', 'perbaiki', 'lagi', 'agar', 'tidak', 'ada', 'kekecewaan', 'buat', 'pelanggan', 'brimo']",<FreqDist with 37 samples and 52 outcomes>,"['gangguan', 'mbanking', 'aduh', 'parah', 'mbangking', 'bri', 'ig', 'lancar', 'nntn', 'ntnn', 'lancar', 'koneksi', 'mbangking', 'bri', 'paketan', 'koneksi', 'brimo', 'tolong', 'perbaiki', 'kekecewaan', 'pelanggan', 'brimo']","['gangguan', 'mbanking', 'aduh', 'parah', 'mbangking', 'bri', 'ig', 'lancar', 'nonton', 'ntnn', 'lancar', 'koneksi', 'mbangking', 'bri', 'paketan', 'koneksi', 'brimo', 'tolong', 'perbaiki', 'kekecewaan', 'pelanggan', 'brimo']","['ganggu', 'mbanking', 'aduh', 'parah', 'mbangking', 'bri', 'ig', 'lancar', 'nonton', 'ntnn', 'lancar', 'koneksi', 'mbangking', 'bri', 'paket', 'koneksi', 'brimo', 'tolong', 'baik', 'kecewa', 'langgan', 'brimo']",-5,negative
Milenia Niaa,5,2022-07-01 6:03:49,kenapa ya internet tidak terhubung terus padahal koneksiku bagus aku pakai wifi dan paket dataku masih penuh tapi selalu tdak bisa dibuka,"['kenapa', 'ya', 'internet', 'tidak', 'terhubung', 'terus', 'padahal', 'koneksiku', 'bagus', 'aku', 'pakai', 'wifi', 'dan', 'paket', 'dataku', 'masih', 'penuh', 'tapi', 'selalu', 'tdak', 'bisa', 'dibuka']",<FreqDist with 22 samples and 22 outcomes>,"['internet', 'terhubung', 'koneksiku', 'bagus', 'pakai', 'wifi', 'paket', 'dataku', 'penuh', 'dibuka']","['internet', 'terhubung', 'koneksiku', 'bagus', 'pakai', 'wifi', 'paket', 'dataku', 'penuh', 'dibuka']","['internet', 'hubung', 'koneksi', 'bagus', 'pakai', 'wifi', 'paket', 'data', 'penuh', 'buka']",-5,negative
Wulan Juita,2,2022-07-01 6:03:20,saya cuma mau top up buat makan aja susah banget selalu dibilang tidak ada koneksi internet padahal mah jaringan stabil kok dipake buat buka apk lain lancar lancar saja giliran buka brimo dibilang ga ada koneksi internet mulu pengen nangis padahal cuma mau makan doang,"['saya', 'cuma', 'mau', 'top', 'up', 'buat', 'makan', 'aja', 'susah', 'banget', 'selalu', 'dibilang', 'tidak', 'ada', 'koneksi', 'internet', 'padahal', 'mah', 'jaringan', 'stabil', 'kok', 'dipake', 'buat', 'buka', 'apk', 'lain', 'lancar', 'lancar', 'saja', 'giliran', 'buka', 'brimo', 'dibilang', 'ga', 'ada', 'koneksi', 'internet', 'mulu', 'pengen', 'nangis', 'padahal', 'cuma', 'mau', 'makan', 'doang']",<FreqDist with 34 samples and 45 outcomes>,"['top', 'up', 'makan', 'susah', 'banget', 'dibilang', 'koneksi', 'internet', 'jaringan', 'stabil', 'dipake', 'buka', 'apk', 'lancar', 'lancar', 'giliran', 'buka', 'brimo', 'dibilang', 'koneksi', 'internet', 'mulu', 'pengen', 'nangis', 'makan', 'doang']","['top', 'up', 'makan', 'susah', 'banget', 'dibilang', 'koneksi', 'internet', 'jaringan', 'stabil', 'dipake', 'buka', 'apk', 'lancar', 'lancar', 'giliran', 'buka', 'brimo', 'dibilang', 'koneksi', 'internet', 'melulu', 'ingin', 'menangis', 'makan', 'saja']","['top', 'up', 'makan', 'susah', 'banget', 'bilang', 'koneksi', 'internet', 'jaring', 'stabil', 'dipake', 'buka', 'apk', 'lancar', 'lancar', 'gilir', 'buka', 'brimo', 'bilang', 'koneksi', 'internet', 'melulu', 'ingin', 'menang', 'makan', 'saja']",1,positive
R & R,3,2022-07-01 6:03:09,gimana ini paket data sy msh ada dirumah ada wifitapi ko koneksi terputus setiap masuk ke brimoke aplikadi lain lancar aja,"['gimana', 'ini', 'paket', 'data', 'sy', 'msh', 'ada', 'dirumah', 'ada', 'wifitapi', 'ko', 'koneksi', 'terputus', 'setiap', 'masuk', 'ke', 'brimoke', 'aplikadi', 'lain', 'lancar', 'aja']",<FreqDist with 20 samples and 21 outcomes>,"['paket', 'data', 'dirumah', 'wifitapi', 'ko', 'koneksi', 'terputus', 'brimoke', 'aplikadi', 'lancar']","['paket', 'data', 'dirumah', 'wifitapi', 'ko', 'koneksi', 'terputus', 'brimoke', 'aplikadi', 'lancar']","['paket', 'data', 'rumah', 'wifitapi', 'ko', 'koneksi', 'putus', 'brimoke', 'aplikadi', 'lancar']",-1,negative
tanahabang_supplier tgs,1,2022-07-01 6:02:39,kalo emang sistemnya yg kendala ga usah bilang koneksi ga stabil atau ga ada koneksi internet koneksi livin mandiri dan bca mobile aja ga ada masalah ko brimo malah bilang ga ada koneksi,"['kalo', 'emang', 'sistemnya', 'yg', 'kendala', 'ga', 'usah', 'bilang', 'koneksi', 'ga', 'stabil', 'atau', 'ga', 'ada', 'koneksi', 'internet', 'koneksi', 'livin', 'mandiri', 'dan', 'bca', 'mobile', 'aja', 'ga', 'ada', 'masalah', 'ko', 'brimo', 'malah', 'bilang', 'ga', 'ada', 'koneksi']",<FreqDist with 23 samples and 33 outcomes>,"['emang', 'sistemnya', 'kendala', 'koneksi', 'stabil', 'koneksi', 'internet', 'koneksi', 'livin', 'mandiri', 'bca', 'mobile', 'ko', 'brimo', 'koneksi']","['memang', 'sistemnya', 'kendala', 'koneksi', 'stabil', 'koneksi', 'internet', 'koneksi', 'livin', 'mandiri', 'bca', 'mobile', 'ko', 'brimo', 'koneksi']","['memang', 'sistem', 'kendala', 'koneksi', 'stabil', 'koneksi', 'internet', 'koneksi', 'livin', 'mandiri', 'bca', 'mobile', 'ko', 'brimo', 'koneksi']",-10,negative
