userName,score,at,content
Rangga Arsyad,5,2022-06-20 5:48:03,"Ini kok kadang ngk bisa dibuka aplikasi nya kadang error malah jadi susah buat pembayaran elektroniknya,semoga pihak BRImo cepet mengatasinya,plisss pihak BRImo segera di perbaiki masa baru di perbarui malah ngk bisa dibuka lagi terus saya uninstall download lagi malah gak bisa dibuka"
Al Azizu.S,1,2022-06-20 5:18:35,"Susah upload video, padahal sudah dukungan signal 4g+. Tidak terupload dg reason jaringan tidak stabil."
Aktiv Chanel,5,2022-08-31 5:11:39,"Bagus , mantap , ringan di HP daripada aplikasi bank lain nya"
HERNUR OMAN SAPUTRA,1,2022-06-20 4:21:45,"Pendaftaran susah banget pas bikin video udh nyoba pulhan kali ga bisa bisa,ga ada tandanya diterima atau tidak malah balik lagi ke pembuatan video Mohon di perbaiki bug nya dong ini susah"
HENDRA TV 128,4,2022-06-20 3:42:29,"Mantap banget aplikasi dari BRI ini bisa selain dapat tranfer dan cek saldo kita jg dapat beli pulsa di sini, jadi nggak perlu repot2 datang ke atm klo hanya sekedar cek saldo."
Republik Kentir Channel,1,2022-06-20 3:29:49,"Buruk sekali aplikasinya, Bukankah teknologi itu memudahkan, ini malah sebaliknya. Oh ya aturan baru untuk tranfers via online untuk tagihan per bulan 150.000 sangat membebani nasabah kecil, padahal tidak pernah melakukan transaksi online.."
Firman Al Bugisy,5,2022-08-31 5:58:12,Lebih mudah dan cepat aksesnya
Tn baratt,1,2022-06-20 2:52:44,"Saya sangat senang dengan aplikasi ini,, memiliki fitur yang lengkap, mudah digunakan, UI bagus dan praktis digunakan"
Iman Kelana,2,2022-06-19 21:37:44,"Sangat membantu dan simpel penggunaan mudah dan mantap, makasih BRImo"
t&t phone,1,2022-06-19 19:56:21,"mudah digunakan, simpel. bagus dan lancar aplikasi yang sangat bermanfaat"
Slamet Setyoutomo,2,2022-06-19 15:04:19,"memiliki fitur yang lengkap, mudah digunakan, UI bagus dan praktis digunakan sehari-hari"
Mawar Merah,4,2022-06-19 14:19:12,"Simpel, mudah, praktis, pokok nya the best deh,,,, sukses selalu brimo"
Muhammad Hilmi Aaqilah,4,2022-06-19 12:47:16,"Appnya bagus, cukup lengkap. Tetapi kenapa setiap transfer ke bank ga kehitung pemasukan? Malah cuman pengeluaran yg dihitung"
Diah Septiana,1,2022-06-19 9:22:54,Dari dulu selalu punya masalah sama BRI. skrng mau daftar brimo di hp jg berhenti di verifikasi nomor hp ga bisa masuk. Ga ada sms sama sekali. Apaan sih mempersulit terus
Boys Williams Channel Nusantara,4,2022-06-19 8:38:21,"Pembayaran, biaya tagihan apapun jadi mudah, hanya biaya admin, potongan bulanan dll, banyak banget. Blm biaya SMS banking, Rp500/SMS, ngambil saldonya dari rekening 😂😂"
Novii D'Gea,5,2022-06-19 5:57:47,"Sejak pake BRImo BRI, apapun jadi mudah, dan fiturnya juga gampang dimengerti, jadi ga ribet kalo mau apapun, semuanya bisa disini.. Love banget pokoknya"
iwan sa,1,2022-06-19 5:50:53,"Tiap mau daftar BRImo, eh klik link verifikasi yg dikirim lewat SMS dibilang link tidak valid. Apa saya kurang ganteng? Ya sudahlah...mungkin belum berguna di sini. Pakai yg sudah ada dan pasti pasti saja."
fiq El Rahman,1,2022-06-19 2:55:19,"Aplikasi apa ini setiap selesai registrasi dan rekam video, muncul tulisan jaringan telpon tdk bagus, kalau buat aplikasi yg canggih dong, jangan Abal Abal kaya begini, ujung ujungnya konsumen yg dirugikan"
Firmansyah M,1,2022-06-19 2:18:23,"Tidak baik, kalau lupa pasword ribet sekali dan selalu gagal karena alasan yg tidak jelas, beda dengan BNI,BCA sangat mudah cuma kasih masuk nik dan no atm, ini harus mtoken, pasword id usr id"
Riska Astuti,1,2022-06-19 1:30:13,Lebih mudah dan cepat aksesnya bagus dan mantap
sya flo,1,2022-06-19 0:52:14,"Perekaman video berkali2 tapi tetap aja gak bisa, bilangnya koneksi buruk, berkali2 nyoba hasilnya tetap sama."
829_Ramadani,1,2022-06-18 15:09:10,"memiliki fitur yang lengkap, mudah digunakan, UI bagus dan praktis digunakan sehari-hari bagus sangat membantu"
ALA KADAR,5,2022-06-18 13:43:59,"Pernah bermasalah salah masuk username bisa teratasi lihat tutorial. Gak perlu keluar rumah buat transfer, top-up olshop juga ok. Banyak fitur layanannya."
Candra Winata,2,2022-06-18 8:46:53,"Saya sangat suka dengan aplikasi brimo,tapi yang saya males nya aplikasi ini salah sedikit ketik di passwod langsung terblokir,tolong dong gimana caranya sy bisa pake aplikasi ini,biar enak gitu?pada inti nya jangan salah dikit² diblokir"
ike andriani,5,2022-06-18 8:04:20,"dicoba kembali keesokannya sudah bisa di gunakan dan berjalan baik aplikasinya. sangat membantu. maka dari itu ulasan saya,saya perbaharui.. mantap,trima bri👍"
Ages Wawai,5,2022-06-18 6:32:52,"Terimakasih Brimo,Sangat memudahkan sekali dalam segala hal, mulai dari isi pulsa sendiri, token listrik dll, apalagi seperti saya yg ngembangin umkm online jadi sangad mudah sekali👍👍👍"
Ika Nurjanah,1,2022-06-18 5:30:59,memiliki fitur yang lengkap dan mudah digunakan
Minang Topic,5,2022-06-18 5:30:03,"Aplikasinya sangat bagus dan sangat membantu, dari pesan dan saran yg saya baca, kebanyakan kendala di perekaman vidio, nah di sini saya sedikit menambahkan masukan, disaat pengbilan vidio jangan sampai ada wajah org lain yg terekam, jika ada wajah lain nya maka akan terjadi kegagalan, dan juga di saat membuka aplikasi pastikan koneksi internetnya stabil, mungkin itu sedikit masukan dari saya,,,,,"
choki story,1,2022-06-18 4:41:49,"cacat, 10 x coba registrasi selalu terhenti di perekaman video. kualitas gambar oke. suara jernih, jaringan oke malah dibilang koneksi lambat..."
Hari atm,1,2022-06-18 4:33:21,"mudah digunakan, simpel. bagus dan lancar aplikasi yang sangat bermanfaat"
Yulnantoro Pujianto,1,2022-06-18 0:06:56,"memiliki fitur yang lengkap, mudah digunakan, UI bagus dan praktis digunakan sehari-hari"
Din Muhamad,5,2022-06-17 20:07:59,"Disarankan Kalau Daftar Pke Online kebanyakan gagal Mulu, foto kurang jelas, foto KTP gak jelas dll. Sdh berkali2 dicoba. Emg ribet sih. Tp drpd susah2 langsung datang ke CS BRI terdekat aja. Langsung aktif, semua tranxi aman & Lancar2 aja."
Khansa Maritsa,1,2022-06-17 18:39:14,"Sebenarnya app-nya enak dan mudah digunakan, tp saat ada problem yaitu mereset pass karena salah pin nah hal itu amat sangat menyusahkan. Sering stuck di hal web yg sama padahal internet stabil, susah bgt gila kalo ada masalah diatas. Sering bug juga malesin bgt"
Arianto Immanuel,5,2022-06-17 17:51:00,"Untuk pribadi saya ini BRImo bagus,saran saya kalau kalian mau daftar langsung ke cabang BRI aja,kalau lewat aplikasinya mungkin agak kesulitan karena aturan internet/SMS banking emang gak boleh sembarangan."
Irvan Maulana Akbar,2,2022-06-17 17:49:55,Kenapa saya tidak bisa menerima kode verifikasi sms .padahal no udh bnr Udh di coba beberpa x masih tidak bisa menerima kode nya .padal fulsa nya cukup .jaringan bagus
Aris Khr,5,2022-06-17 15:37:54,"Iki piye to wong BRI... Kalo buat masukin nomor rekening ko gak jadi malah muncul informasi "" data belum sesuai mohon ulangi lagi besok "" padahal udah sesuai no rek , ktp dan kk ,ko masih gak bisa.. mohon di bantu admin , ruwet pindah bank aeee ...."
Aria Setiawan,5,2022-06-17 14:32:16,"Tolong dong untuk yang memiliki pinjaman KUR bisa terpantau,terperinci,berapa jumlah angsuran cicilan,sisa cicilanya bisa dicek/dipantau lewat aplikasi BRImo ini,,biar gampang untuk cek saldo jumlah total sisa kekurangan pinjamannya yang sudah berjalan,terimakasih"
wait what?,1,2022-06-17 12:31:22,Apk sampah selalu gagal ngirim video verifikasi mau make wi fi atau data seluler sama aja. buat apk buat mempermudah nasabah? Mudah ndas mu udah di instal ulang 5x msh sama aja. FIX UR APP !!!!!!!!!!
arif budiwan,1,2022-06-17 8:45:54,"Buang2 waktu, kuota, tenaga. Ribet mau daftar akunnya. padahal kan udah punya rekening BRI. Tapi kenapa daftar brimo nya susah. Aplikasi ini mempersulit bukan mempermudah."
Developer Android,1,2022-06-17 7:51:29,untuk apa update aplikasi jika mlh menimbulkan banyak bug di dalam aplikasi bukanya update itu untuk memprbaiki bug.lha ini bukanya stabil mlh bnyak bug. maaf bintang 1 karena memang aplikasi tidak berjalan sebagaimana mestinya.
didi fernandes,1,2022-06-17 7:45:48,"Ribet njirr, verifikasi ribet amat, verifikasi video gak bisa bisa, Video udah benar, tidak membelakangi cahaya, tidak blur, pencahayaan udah terang, apalagi?????????? Jaringan internet kencang Kenapa masih gak bisa? Bank lain mah gampang2 aja. Balasan minta bintang 5, jelek gini"
I Ketut Gede Winata,5,2022-06-17 6:47:10,"Sangat membantu dalam transaksi. Mohon di bantu privacy yang ketat untuk setiap akun nya, sehingga tidak mudah di susupi oleh oknum yang tidak bertanggunghawab. Trims"
Rita Kungkung,5,2022-06-17 6:38:16,"Aplikasi ini benar"" Mantap Sangat memudahkan nasabah yg ingin melakukan pembayaran secara online, klu bisa d tingkatkan lagi kedepannya mungkin bisa tuk pembayaran belanja online."
Mukhit Khoyiir,5,2022-03-28 3:54:52,"Sangat praktis, simpel dan mudah aplikasinya. Sangat membantu saya dalam bertransaksi secara instan dan cepat, baik siang maupun malam. Terima kasih BRImo"
Wulan Mayangsari,1,2022-06-17 3:32:38,"Selalu berhenti ditahap pengambilan video padahal sudah sesuai dan PrivyID status di email sudah berhasil tapi di appsnya tidak lanjut ke bagian selanjutnya. Bingung, dah chat cs juga tidak ditanggapi. Tolong diperbaiki yaa.."
Haffidah tirmiara,1,2022-06-17 3:16:17,"Berkali2 coba daftar tp selalu gagal. Dibagian untuk kirim link smsnya gak kekirim2, padahal jarjngan stabil. Jd susah buat daftar akun 😔"
Umar Kaili,5,2022-06-17 1:22:47,"BRImo memang Mantap,, selalu memberikan kemudahan untuk bertransaksi tanpa harus keluar rumah 🏡 & di sertai dgn fitur fitur yg lengkap dalam pembayaran 👍🏽👍🏽 BRImo semakin baik,, karena saya daftar sendiri melalui aplikasi BRImo🙏🙏"
Kahhar Lilis,5,2022-09-03 8:15:34,"Mudah,cepat dan aman Semoga makin jaya"
Josep Bassist,5,2022-09-03 7:45:45,"Bagus aplikasi nya , selama penggunaan lancar dan cepat. Lebih efektif dan efesien."
Risman Riyanto,1,2022-06-16 18:13:46,"Aplikasi brimo sangat jelek saya mau daftar aja gaada notif sms link yg di kirimkan udah 4hari sms pun ga masuk"" , Banyak sekali kendala ribet, Beda dengan BANK"" yg lain selalu mempermudah"
Linda Rusmiyati,2,2022-06-16 14:36:19,"Saya masih bingung, selalu gagal login ke brimo padahal username dan password sudah benar, tapi selalu dinyatakan salah, padahal sudah pernah dibuka sekali pakai username dan password itu juga."
ZONA ABC,1,2022-06-16 14:04:43,"Apk parah jelek, nyusahin, bikin emosi , registrasi swafoto video selalu gagal, baru ini tau ada apk yg gagal, di bank bca mobile, btpn jenius, dll padahal mudah sekali daftar nya, ini apk gak layak tp di luncurkan di play store, dan anehnya tidak cepat di perbaiki oleh bri."
Dwi rana Nabillah,1,2022-06-16 12:44:21,Sangat efektif..... Mempermudah transaksi
Adly Effendi,1,2022-06-16 12:37:54,Sangat membantu. Mudahan data saya selalu aman di sini. Amin
Margaretha Suryati,5,2022-03-26 12:12:08,"Baik karena dapat digunakan kapan saja, lebih memudahkan dan memperlancar urusan, aman , cepat dan mudah 🙏"
Bowo Dewana,1,2022-06-16 10:37:43,"Saya berapa kali rekaman tapi selalu gagal dengan notif koneksi internet, padahal jaringan saya sangat bagus, sangat mengecewakan sekali untuk apa ada aplikasi ini kalau untuk mendaftar saja sangat di persulit seperti ini!"
Yeni Kusuma Ward,1,2022-06-16 9:29:05,"Paraaahhh bgt BRI, udah beberapa kali username dan password salah. Padahal tiap hari pakenya juga itu. Dan ini udah ke 4x nya bermasalah. Paraaaahhhhhh bgtttt ini gimana saya rugi waktu klo harus bolak balik bank, blm antri lm dll 😡"
Ovel Geta,1,2022-06-16 9:02:37,Mentok trus di pengambilan videonya. Apa emang orang tertentu saja yg bisa bikin akun? Update nya bukannya mempermudah tpi kok malah tambah ribet ya.
Sri Sumaryanti,2,2022-06-16 7:18:49,Berpuluh puluh kali rekam video selalu gagal. Dan sepertinya banyak yg mengalami kendala di di rekam video. Jadi jelas ada masalah di aplikasinya. Tapi kenapa tidak kunjung diperbaiki? Sayang sekali jawaban dari pengembang selalu sama.
Ridho Jabrix,4,2022-06-16 5:23:05,"Setelah di upgrade, ini aplikasi rasanya pengen ga pake lg, kesel liat devloper BRIMO ini, kayak ga jelas jd nya, GENERAL EROR. Susah buat login nya, yg parah lg, pas kita lg bener2 membutuh kan. Parah, padahal sudah blasan tahun pake, kayak nya bakalan bnyk pindah bank ini buat deleveri, makin ga jelas!!!"
Edy Cek Sinaga,1,2022-06-16 4:11:13,"Aplikasi lumayan bagus, soalnya komplainan sy sampai saat ini blm beres. Sdh pernah 2 kali komplain. Yg pertama sy sdh lupa nomor komplainya. Soalnya sdh lama banget, soalnya kalau tanya ke bri via cs atau vc, disuruh tunggu terus, yg kedua ini sy masih simpen no komplainya, awal komplain bilangnya 14 hari kerja. Ternyata sdh 2bln lebih...no komplain 39002931,kamis 16 jun ganti no laporan....40593539."
Syah Putri,3,2022-06-16 3:28:36,Gimana cara ganti pun brimo yg lupa soalnya detik2 udah mau selesai pasti koneksi buruk . Dan kirakira versi terbaru brimo kaapn yah yang bisa di gunakan tanpa kendala
Reza Adi Saputra,1,2022-06-16 1:05:18,Sudah login secara manual dengan memasukkan user ID dan password. Tapi tetap tidak ada fitur login dengan fingerprint. Jadi jangan suruh login secara manual lagi ya. Karena saya tiap login memang selalu secara manual karena tidak ada opsi login yg lain. Device saya samsung galaxy m51.
Dede Mulyana,3,2022-06-16 0:06:30,"Saya ingin bertanya, saya sudah daftar brimo dengan no rekening saya. Kemudian saya mengisi no handphone dan email saya untuk verifikasi no handphone, namun saat saya menerima BRI notifikasi untuk mengklik linknya tidak bisa karena linknya tidak valid."
Triputra Munthe01,1,2022-06-15 23:55:58,"mudah digunakan, simpel. bagus dan lancar aplikasi yang sangat bermanfaat"
Matthew Zarvano,1,2022-06-15 22:01:31,"memiliki fitur yang lengkap, mudah digunakan, UI bagus dan praktis digunakan sehari-hari"
Mhd Ajri,1,2022-06-15 14:38:55,"Ampas dah ini apps nya.. stak di bagian vidio mulu... padahal bagus² aja jaringan dan kualitas vidio nya... Perbaiki dong sistemnya, masa sekelas BRI buat applikasi bukannya mempermudah ini malah mempersulit pengguna..."
Kiem Ciuulieww,1,2022-06-15 13:42:55,"Selalu gagal waktu rekaman video ,,sinyal bagus tapi selalu gaga dengan alsan sinyal buruk .pdahal sinyal full terus"
Indah nurmala,1,2022-06-15 10:52:00,"memiliki fitur yang lengkap, mudah digunakan, UI bagus dan praktis digunakan sehari-hari bagus sangat membantu"
Arif Rusmana,2,2022-06-15 10:41:06,"Assalamualaikum... saya pertama kali buka rekening bnk bri, tp sungguh sangat menyesal tidak di kasih kartu ATM dengan alasan kartu atm lagi kosong, terus saya dwonload apps BRImo BRI daftar akun mbnking masukan no. tlp sama akun google keterangan belum terdaftar!! kalau belum ya daftarin lewat operator online gimana?? jaman global skrng ini sangant di butuhkn kartu Atm sama Mbanking, buat tarik tunai trasfer, transaksi bayar lewat online uang elektro, kesimpulan BRI ""tidak fleksibel""."
Desi Listiawati,1,2022-06-15 10:22:30,"Berkali kali melakukan perekaman video selalu gagal padahal sudah sesuai petunjuk , video jelas , pencahayaan oke,tapi gagal terus lalu ad keterangan instal ulang,di coba install ulang tidak dapat SMS notif link"
Refiza Gita,1,2022-06-15 9:46:56,"Udah beberapa kali di coba selalu tidak ada koneksi saat upload video padahal udah pake wifi & udah pake data tetep aja ga ada koneksi terus, pertama datang ke kantor cabang terdekat katanya daftar brimo lewat apk aja mudah katanya trs saya coba di rumah tetep ga bisa, kedua balik lagi ke kantor cbg terus di bantu buat akun brimo nya di kantor masih tetep ga bisa masih tidak ada koneksi, heran dah bukan nya makin mudah ada brimo malah makin ribet nasabah bulak balik sana sini tetep gaada hasil."
Pairin Saliki,5,2022-06-15 9:12:54,"SANGAT MEMUASKAN ; Masalahnya kalau kita transaksi sms bankking ada kesalahan yusername dan pin 3 x langsung terblokir dan harus kita dtg ke bri terdekat. apa harus atau kita bisa hubungi dgn tlp kan no.. hp kita kan sdh terdtr. atau sebaiknya 5,10, atau 30 menit kemudian kita bisa ulang transaksi lagi tanpa terblokir dan mohon biaya transaksi antar bank kalau bisa di kurangi dari 6.500 jadi 2.500 seperti bank Mandiri. mohon petunjuk nya???."
Kami Len,1,2022-06-15 9:05:12,Sangat mudah dan gampang
Lutfie AR,1,2022-06-15 4:28:28,"Brimo,,, sangat mudah ,, aman bisa di gunakan disetiap saat.... Sangat bermanfaat dan cocok untuk kebutuhan."
Sebastianus Alexandro Pranata,1,2022-06-15 3:04:40,"Aplikasi rusak, bug di proses pendaftaran di prekekaman, masa koneksi tidak ada, sedangkan pakai wifi 5G lagi, tolong segera di perbaiki"
Suro Gentho,1,2022-06-15 2:51:22,"Aplikasi yg buruk, perlu diperbaiki LG. Br untuk pendata'an / pendaftaran ja susahnya minta amplop. TDK bisa untuk p'ngambilan foto itu langkah 1, gmna BS untuk bikin akun kalo langkah 1 SDH ga' bisa?! Kok kalah ma bank Laen, ga' perlu nunggu lama langsung oke. Bintang 1 ini bukan dari aku tapi nie dr playstore Krn JK ga' ada bintang, koment ga' bisa d'posting"
Oryza Nurma,5,2022-06-15 1:12:13,Layanan nya cepat dan sangat baik
andi Instrument Geoteknikal,5,2022-06-14 23:16:29,"Ini apa-apaan? Aplikasi tidak berguna di-update bukanya memperlancar malah bikin sulit,....!! Kecewa bangeeeett! ( sudah saya ganti bintang5) pelayanan sudah ok bangeettt🤗"
Ari Nugroho,1,2022-06-14 21:38:14,"Login di ib.bri.co.id kok selalu ada notif akun sedang dipakai, padahal sudah logout sesuai aturan, juga sdh menunggu lbh dr 10 menit. Minta link verifikasi buat login di BRImo tdk juga muncul SMSnya. Sdh diulang berkali-kali. Pendaftaran padahal sdh kolektif di kantor. Seperti aplikasi yg belum siap kalau begini"
Kharis Nasruminalloh,1,2022-06-14 17:24:32,"Sama seperti yang sebelumnya ngasi rating bintang 1. Mau upload video aja gak bisa bisa.padahal di halaman sebelumnya lancar2 aja. Setelah sampai di pengambilan video rekamanya gagal di upload padahal hasil video bagus suara jelas,sinyal internet lancar.tetep aja gagal. Udah ngulang 10× tetep aja gagal. KECEWA BANGET dah. Kalo bisa di upgrade lg dah aplikasinya. Biar orang gak pada kecewa 🤑🤑🤑🤑(percuma gak ada yg bsa bantu.mohon maaf rating tetap bintang 1) Intinya MENGECEWAKAN NASABAH"
Azizah Rahma,5,2022-06-14 14:32:36,"Sekarang udah bagus dan stabil sih buat brimo, semakin lancar aja pemakaiannya. Aplikasi ya udah ga lemot kayak dulu. Semoga ini bisa dipertahankan dan semakin bagus lagi"
Saputraa,1,2022-06-14 13:07:32,Kenapa ini kok ga ada dapat no verifikasi ke Email saya.. sudah beberapa kali nyoba kirim ulang tetap belum ada masuk ke email saya no verifikasinya.. Tolong lah bang
maria anik,5,2022-06-14 11:21:28,Nyaman dan sangat mudah.. langsung bisa transaksi di mana saja dan sewaktu waktu.. Bisa cek saldo setiap saat ..🙇‍♂️
Elinda,1,2022-06-14 10:27:12,"Layanan cepat, mempermudah transaksi bagus dan lancar"
Sekar Andini,1,2022-06-14 8:25:15,"Kenapa susah sekali daftar brimo ini. Selalu gagal saat bikin video verifikasi wajah. Alasannya tidak ada jaringan internet. Tolong ya, bagaimana solusi nya. Saya perlu banget menggunakan internet banking"
Alim OJOL,5,2022-06-14 7:23:30,"aplikasi ga bisa di andelin banget sumpah ,,, mau transaksi error terus koneksi tidak tersambung masuk aplikasi ajah ga bisa padahal sudah punya akun nya ,,,"
Nur Rohmah,5,2022-04-03 8:03:08,"Sangat terbantu sekali... dengan BRImo memudahkan melakukan transaksi dimanapun,jadi ga perlu ribet antri k teller or di ATM"
umar mustaqim,5,2022-04-30 14:33:41,Menunya relatif komplit & mudah digunakan. Trims
Sundarti Darti,1,2022-06-14 4:13:31,"Mohon di perbaiki bagian foto nya, tidak bisa foto jarak dekat, bisa nya jarak jauh, mau buka rekening aja buat ribet, udh ganti hp sama aja, jadi males buat nabung di bri!"
Leny Nurma,5,2022-06-14 3:37:50,"Sangat mudah untuk melakukan transaksi. Namun untuk biaya admin transaksi ke rekening bank lain masih mahal, untuk biaya tagihan juga. Semoga aplikasi BRImo bisa memberi solusi yang lebih baik lagi."
Mr. AR,1,2022-06-14 3:31:53,"Dari dulu aplikasi BRI selalu kaya gini, di aplikasi yg lama sering ke blokir, di aplikasi yg sekarang pun sama aja sering ke blokir, padahal user id dan password sudah benar, udah coba akses lupa password ttp ga bisa, bolak-balik balik ke CS BRI udah beberapa kali gara-gara ngurus m-banking! Mengecewakan sekali aplikasi bank yang satu ini, tidak bisa diandalkan. Tanggapan nya min?! #ribet"
Isbah Khoiri,5,2022-07-13 17:38:34,sangat mudah digunakan. dan sangat membantu
william Chung,1,2022-06-14 2:36:06,Selalu gagal dalam pengambilan video padahal sudah tersambung wifi yang sinyal nya stabil. Saya rasa bukan di permudah dengan aplikasi melainkan di persulit
muhammad nur ihsan,5,2022-06-13 23:29:37,"Sangat membantu ,cara daftarnya Alhamdulillah mudah GK perlu ke kantor cukup dari rumah, mohon kedepannya untuk pembayaran briva agar langsung terintegrasi langsung agar tidak usah keluar masuk aplikasi"
Miftha Rohmah,5,2022-06-13 22:49:09,"Brimo sangat membantu dlm urusan transaksi ,Aplikasi bagus. Jika Brimo ada pilihan BI fast untuk transfer antar bank pasti lebih keren. Karna biaya transfer antar bank pasti lebih Murah😊👍👍"
Rizky Mirza Habibi,1,2022-06-13 13:39:27,"masak buat pembayaran QRIS eror tdk bisa digunakan.. tolong perbaiki aplikasinya, barcode malah ngeclose, dgn gambar jga macet ngeclose.. tolong diperbaiki"
Kurnia Dyah Isnaini,1,2022-06-13 9:34:58,"Sampe bosan saya ulang2 terus dan selalu gagal di perekaman video dg alasan yg sama tidak ada koneksi terus, padahal koneksi sudah oke. Tolong donk min pencerahan , chat IG, Wa jg samaa disuru coba lg coba lg, smpai kapaan min omg😱"
Dwi elisia,5,2022-06-13 7:37:46,"Aman, nyaman, dan yang pasti cocok untuk orang yang punya mobilitas tinggi. Transaksi apa saja bisa dengan 1 aplikasi."
joseph heriyonno,1,2022-06-13 6:37:25,Sangat efektif..... Mempermudah transaksi
Anisa 03f,1,2022-06-13 6:08:45,Sangat membantu. Mudahan data saya selalu aman di sini. Amin
BERKAH_JEPE,1,2022-06-13 5:35:22,"Daftar susah sekali. Kendala nya tidak menerima sms masuk yg berisi link untuk verifikasi. Berkali"" tetap saja tdk ada sms masuk. Sisa pulsa mencukupi,sampai instal ulang aplikasi tetap sja sama. Payah"
Savita Nugraheni,5,2022-03-26 6:10:13,"Aplikasi keren, bikin praktis, cepat, aman, sangat mudah bertransaksi,.."
RIAN ARDIANSAH,4,2022-06-13 1:08:17,Secara transaksi mantap... ngga ada gangguan sama sekali... saran saya untuk tampilan mending di buat simple aja atau di hilangin aja grafik bulat pengeluaran juga untuk saldo di buat agak besar juga gpp font-nya... terima kasih
Yeti Setiawati,4,2022-06-12 17:54:58,"sangat membantu,tapi ada sedikit terganggu,karena setiap transaksi ada waktu nya,kalau agak lama beberapa menit tiba2 log out sendir .."
Arifin,1,2022-06-12 15:50:29,"Cape sih bolak balik ke bank cuma untuk ngurusin akun brimo yang ke blokir mulu, padahal nama akun sama user id udah bener, tapi tetap saja ke blokir. Aneh banget. Padahal bisa di bilang pengguna cukup lama. Massa harus ke ATM mulu kalau mau cek saldo doang. Bisa-bisa tutup rekening kalau gini terus."
Yoo Kha,1,2022-06-12 15:37:08,"Selalu gagal dalam penguploadan video , padahal jaringan bagus , video jernih semua oke intinya , tapi kenapa gabisa di upload dengan keterangan tidak ada koneksi internet.. Aplikasi aneh"
Surya Ningsih,5,2022-05-06 7:07:53,Sangat mudah dan memuaskan... Membantu segala jenis transaksi apapun dengan mudah dan cepat.
musirin sang tehnisi,1,2022-06-12 13:05:31,Tolong maksimalkan sesuwaykan dngan tipe perangkat saya ini dalam bentuk apapun pendaftaran sudah saya lakukan baru pemotretan pengambilan ktp sudah tidak bisa imail sudah saya hubungi. Alah tetap tidak ditindak lanjuti buktinya yang lain bisa ini tetap gak bisa alikasi cetek murahan.
Elivia Official,5,2022-06-12 8:47:35,"Alhamdulillah udah lebih baik, kalo ada yg blm bisa, bisa jadi memori ga muat & kurang nanya ke cs. Tingkatkan terus pelayanan nya ya BRI..."
Umar Pakne Najwa,1,2022-06-12 8:30:02,"Saya sangat senang dengan aplikasi ini,, memiliki fitur yang lengkap, mudah digunakan, UI bagus dan praktis digunakan"
ABDUR RAHMAN,1,2022-06-12 7:43:56,"Sangat membantu dan simpel penggunaan mudah dan mantap, makasih BRImo"
Pencari Al Haq,1,2022-06-12 4:32:13,"mudah digunakan, simpel. bagus dan lancar aplikasi yang sangat bermanfaat"
Fikri Haykal,1,2022-06-12 3:12:00,"memiliki fitur yang lengkap, mudah digunakan, UI bagus dan praktis digunakan sehari-hari"
Rach Lingga,4,2022-06-11 14:20:13,"Simpel, mudah, praktis, pokok nya the best deh,,,, sukses selalu brimo"
Uus Channel,1,2022-06-11 12:05:36,"Sejak bri mobile berganti brimo, saya berpikir untuk beralih ke bank lain,karena brimo susah mendaftar, karena kami dipelosok tidak bisa lagi bertransaksi seperti saat sms banking masih ada,, karena sms banking daftarnya gampang, bisa digunakan kapanpun dan dimanapun,beda dengan brimo,yang daftarnya susah,harus selalu konek dengan internet, tapi sayangnya tidak semua tempat di negeri ini yang punya jaringan internet yang stabil,,"
alfa alfin,5,2022-05-01 2:26:31,"Cepat dan mudah mengunakan nya, sangat memudahkan dlm Bertransaksi perbankan, tks BRImo."
Muhammad Irnanda Ramadhan,1,2022-06-11 9:32:34,Pengembang aplikasinya sangat buruk untuk sekalas perusahaan negara. Mendaftar ke aplikasinya selalu bermasalah di verifikasi video. Padahal udah banyak yg komplain. Di sosmed ataupun di playstore langsung. Tapi pihak pengembang aplikasi seakan tutup mata dengan masalah yg terjadi ke pelanggannya. Respon sangat lambat....
Febri Utomo,1,2022-06-11 8:10:42,Simpel mudah UI modern dan fitur yang lengkap bagus dan cepat
Soeminto Amd,5,2022-06-11 4:27:51,Sejauh ini baik baik saja penggunaannya hanya terkadang ditemukan error' saat dibutuhkan..sebaiknya dilengkapi dengan notifikasi jika terdapat gangguan / perbaikan pada system sehingga pengguna tidak merasa panik dan berulang ulang untuk mencobanya yang tentu saja ini akan berdampak pada pemblokiran akun yang bersangkutan.
Elpis Pebriadi,1,2022-06-11 2:35:09,"Mau daftar mbanking pun dibikin repot oleh BRI... Selalu gagal ditahap upload video verifikasi, katanya tidak ada jaringan lah, jaringan hilanglah... sudah ku coba pake Indihome dan jaringan hp sendiri masih tetep ngga bisa"
Nugroho setiawan,1,2022-06-11 0:13:12,"Pembayaran melalui Briva diproses,rekening sudah terpotong tapi tidak masuk ketujuan,telepon cs katanya kalau saldo terpotong pasti masuk,telpon cs kredivo belum ada pembayaran masuk. Bukti mutasi rekening,bri notif dana keluar sudah dikirim lewat email. Tapi tetep rekening terpotong uang gak masuk.😭😭😭😭😭😭😭😭 Sudah bikin laporan tetep pihak penerima dana tidak menerima dana saldo saya tidak di kembalikan."
